id,total_amount,amount_due,issue_date,due_date,paid_on_date,payer_id,days_to_pay,days_overdue_actual,status,current_days_overdue,issue_month,simulated_writeoff_date
12940,88916,0.0,2022-07-29,2022-08-28,2022-10-08,6Kc4yvnYL3LTiKqFFq2c,71.0,41.0,Paid,,2022-07,2022-11-26
12941,358314,0.0,2022-07-29,2022-10-07,2022-10-14,aLMq2Jo5tbzWlIXTYdhA,77.0,7.0,Paid,,2022-07,2023-01-05
12942,152533,0.0,2022-07-29,2022-09-12,2022-10-14,SyBloUh5AhA9l0uettWH,77.0,32.0,Paid,,2022-07,2022-12-11
12943,479326,0.0,2022-07-29,2022-09-27,2022-10-14,us6VYOfxGVf591sjl00g,77.0,17.0,Paid,,2022-07,2022-12-26
12944,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12945,445404,0.0,2022-07-29,2022-08-28,2022-10-12,RgihzU6pRxz07sE1kXVH,75.0,45.0,Paid,,2022-07,2022-11-26
12946,23571,0.0,2022-07-29,2022-08-28,2022-10-11,jkdy8j7OPBiMUkzNEdrd,74.0,44.0,Paid,,2022-07,2022-11-26
12947,110683,0.0,2022-07-29,2022-08-13,2022-08-18,Xe02GzfGL1BcR4anMT2B,20.0,5.0,Paid,,2022-07,2022-11-11
12948,59840,0.0,2022-07-29,2022-08-13,2022-08-03,av7WUrH4MIf0hVzABT2G,5.0,-10.0,Paid,,2022-07,2022-11-11
12949,136682,160802.0,2022-07-29,2022-08-28,,A2jBHzG5JOnG6koaUIVP,,,Overdue,64.0,2022-07,2022-11-26
12950,4924,5793.0,2022-07-29,2022-07-29,,vkZrmSOt9aE2fPcphIZr,,,Overdue,94.0,2022-07,2022-10-27
12951,175950,207000.0,2022-07-29,2022-08-19,,LvuRHBbUQlr5XKkTBVfy,,,Overdue,73.0,2022-07,2022-11-17
12952,57970,0.0,2022-07-29,2022-07-29,2022-07-29,UoruThVGu5MH3YfA4pwn,0.0,0.0,Paid,,2022-07,2022-10-27
12953,78488,92339.0,2022-07-29,2022-09-27,,pKey9MQ59wyF6GhjWM5p,,,Overdue,34.0,2022-07,2022-12-26
12954,166853,196298.0,2022-07-29,2022-09-27,,pKey9MQ59wyF6GhjWM5p,,,Overdue,34.0,2022-07,2022-12-26
12955,168412,198132.0,2022-07-29,2022-09-27,,pKey9MQ59wyF6GhjWM5p,,,Overdue,34.0,2022-07,2022-12-26
12956,44554,52416.0,2022-07-29,2022-09-27,,pKey9MQ59wyF6GhjWM5p,,,Overdue,34.0,2022-07,2022-12-26
12957,297176,349619.0,2022-07-29,2022-09-27,,pKey9MQ59wyF6GhjWM5p,,,Overdue,34.0,2022-07,2022-12-26
12958,123303,0.0,2022-07-29,2022-09-27,2022-08-26,oA4JWOGdLPF3CICH8riJ,28.0,-32.0,Paid,,2022-07,2022-12-26
12959,689082,0.0,2022-07-29,2022-09-27,2022-09-16,oA4JWOGdLPF3CICH8riJ,49.0,-11.0,Paid,,2022-07,2022-12-26
12960,30190,0.0,2022-07-29,2022-08-13,2022-08-25,d5DNdYe04BpkyOmMve3H,27.0,12.0,Paid,,2022-07,2022-11-11
12961,15725,0.0,2022-07-29,2022-08-13,2022-08-25,d5DNdYe04BpkyOmMve3H,27.0,12.0,Paid,,2022-07,2022-11-11
12962,20145,0.0,2022-07-29,2022-08-13,2022-09-02,d5DNdYe04BpkyOmMve3H,35.0,20.0,Paid,,2022-07,2022-11-11
12963,28586,0.0,2022-07-29,2022-08-13,2022-08-25,d5DNdYe04BpkyOmMve3H,27.0,12.0,Paid,,2022-07,2022-11-11
12964,207101,243648.0,2022-07-29,2022-09-27,,tjFgcJam1OWEoFS8j0FH,,,Overdue,34.0,2022-07,2022-12-26
12965,220729,259681.0,2022-07-29,2022-09-27,,urA8oi9jXtdxFnG8UaWK,,,Overdue,34.0,2022-07,2022-12-26
12966,29338,34515.0,2022-07-29,2022-09-12,,FZBsxfxbzHyU23ZaNZVW,,,Overdue,49.0,2022-07,2022-12-11
12967,267500,314706.0,2022-07-29,2022-09-12,,FZBsxfxbzHyU23ZaNZVW,,,Overdue,49.0,2022-07,2022-12-11
12968,105616,124254.0,2022-07-29,2022-09-12,,FZBsxfxbzHyU23ZaNZVW,,,Overdue,49.0,2022-07,2022-12-11
12969,962904,1132828.0,2022-07-29,2022-09-27,,5zZIVGvdZnHWy55ptlSZ,,,Overdue,34.0,2022-07,2022-12-26
12970,172491,202930.0,2022-07-29,2022-09-27,,nELQW5vJOSBCgiwHissH,,,Overdue,34.0,2022-07,2022-12-26
12971,180811,212719.0,2022-07-29,2022-09-27,,nELQW5vJOSBCgiwHissH,,,Overdue,34.0,2022-07,2022-12-26
12972,812385,955747.0,2022-07-29,2022-09-27,,oA4JWOGdLPF3CICH8riJ,,,Overdue,34.0,2022-07,2022-12-26
12973,341532,401802.0,2022-07-29,2022-10-12,,8rrb3WTYxgVWzCh4jPBJ,,,Overdue,19.0,2022-07,2023-01-10
12974,360344,423934.0,2022-07-29,2022-10-12,,kFYhr0ysHD65lYANjfr1,,,Overdue,19.0,2022-07,2023-01-10
12975,200560,235953.0,2022-07-29,2022-10-12,,JCGijtyYK8VUYEwgsqiQ,,,Overdue,19.0,2022-07,2023-01-10
12976,160976,189383.0,2022-07-29,2022-10-12,,1P1iTvEd14BlcCftH970,,,Overdue,19.0,2022-07,2023-01-10
12977,103202,121414.0,2022-07-29,2022-10-12,,1P1iTvEd14BlcCftH970,,,Overdue,19.0,2022-07,2023-01-10
12978,247081,290683.0,2022-07-29,2022-10-12,,1P1iTvEd14BlcCftH970,,,Overdue,19.0,2022-07,2023-01-10
12979,141492,166461.0,2022-07-29,2022-09-27,,pKey9MQ59wyF6GhjWM5p,,,Overdue,34.0,2022-07,2022-12-26
12980,263560,310070.0,2022-07-29,2022-09-27,,tjFgcJam1OWEoFS8j0FH,,,Overdue,34.0,2022-07,2022-12-26
12981,1624769,0.0,2022-07-29,2022-09-27,2022-11-18,oA4JWOGdLPF3CICH8riJ,112.0,52.0,Paid,,2022-07,2022-12-26
12982,1748072,2001918.0,2022-07-29,2022-09-27,,oA4JWOGdLPF3CICH8riJ,,,Overdue,34.0,2022-07,2022-12-26
12983,874035,0.0,2022-07-29,2022-09-27,2022-11-18,oA4JWOGdLPF3CICH8riJ,112.0,52.0,Paid,,2022-07,2022-12-26
12984,10710,0.0,2022-07-29,2022-08-28,2022-09-02,yAb66ZhVCO0GgsNyK1lG,35.0,5.0,Paid,,2022-07,2022-11-26
12985,73420,0.0,2022-07-29,2022-09-27,2022-09-27,Cdi1XUsXJcXa3th2cuA8,60.0,0.0,Paid,,2022-07,2022-12-26
12986,28661,0.0,2022-07-29,2022-09-27,2022-09-27,Cdi1XUsXJcXa3th2cuA8,60.0,0.0,Paid,,2022-07,2022-12-26
12987,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12988,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12989,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12990,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12991,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12992,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12993,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12994,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12995,27625,0.0,2022-07-29,2022-08-28,2022-09-23,2CfjuuzR2p8ql4By6VEn,56.0,26.0,Paid,,2022-07,2022-11-26
12996,96689,0.0,2022-07-29,2022-08-28,2022-09-23,gamjAwI3VnxuEuLD7mwT,56.0,26.0,Paid,,2022-07,2022-11-26
12997,153950,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
12998,142928,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
12999,55746,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13000,91764,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13001,330957,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13002,33727,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13003,338798,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13004,279143,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13005,10532,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13006,12917,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13007,965648,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13008,87313,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13009,15416,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13010,18355,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13011,64297,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13012,285054,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13013,214760,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13014,98420,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13015,16074,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13016,252447,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13017,59213,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13018,31243,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13019,67875,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13020,124600,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13021,798278,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13022,78284,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13023,105910,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13024,241635,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13025,24518,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13026,44834,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13027,9523,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13028,164671,0.0,2022-07-30,2022-09-28,2022-09-30,pKey9MQ59wyF6GhjWM5p,62.0,2.0,Paid,,2022-07,2022-12-27
13029,803531,0.0,2022-07-30,2022-09-28,2022-10-28,XrksvWUdo7ERWGZVCUX4,90.0,30.0,Paid,,2022-07,2022-12-27
13030,650170,0.0,2022-07-30,2022-08-29,2022-09-16,gamjAwI3VnxuEuLD7mwT,48.0,18.0,Paid,,2022-07,2022-11-27
13031,96238,50034.0,2022-07-30,2022-08-29,,jotXPm0ujkOLCDOQHCfM,,,Overdue,63.0,2022-07,2022-11-27
13032,15948,0.0,2022-07-30,2022-08-29,2022-10-14,gamjAwI3VnxuEuLD7mwT,76.0,46.0,Paid,,2022-07,2022-11-27
13033,18606,0.0,2022-07-30,2022-08-29,2022-10-14,gamjAwI3VnxuEuLD7mwT,76.0,46.0,Paid,,2022-07,2022-11-27
13034,44944,0.0,2022-07-30,2022-09-28,2022-10-13,lujY0rUNVzvx80az3nKf,75.0,15.0,Paid,,2022-07,2022-12-27
13035,101805,0.0,2022-07-30,2022-09-28,2022-10-21,pKey9MQ59wyF6GhjWM5p,83.0,23.0,Paid,,2022-07,2022-12-27
13036,238614,0.0,2022-07-30,2022-08-29,2022-10-21,gamjAwI3VnxuEuLD7mwT,83.0,53.0,Paid,,2022-07,2022-11-27
13037,9704,0.0,2022-07-30,2022-08-29,2022-10-15,gamjAwI3VnxuEuLD7mwT,77.0,47.0,Paid,,2022-07,2022-11-27
13038,48094,0.0,2022-07-30,2022-08-29,2022-10-15,gamjAwI3VnxuEuLD7mwT,77.0,47.0,Paid,,2022-07,2022-11-27
13039,114750,0.0,2022-07-30,2022-08-29,2022-10-20,DTC7CQOhQP7cTYAjbIj1,82.0,52.0,Paid,,2022-07,2022-11-27
13040,12648,0.0,2022-07-30,2022-08-14,2022-08-04,MpPzW4CIbhvRtxWFQjPo,5.0,-10.0,Paid,,2022-07,2022-11-12
13041,41106,0.0,2022-07-30,2022-08-14,2022-08-04,MpPzW4CIbhvRtxWFQjPo,5.0,-10.0,Paid,,2022-07,2022-11-12
13042,20553,0.0,2022-07-30,2022-08-14,2022-08-04,MpPzW4CIbhvRtxWFQjPo,5.0,-10.0,Paid,,2022-07,2022-11-12
13043,153384,0.0,2022-07-30,2022-09-28,2022-08-18,XrksvWUdo7ERWGZVCUX4,19.0,-41.0,Paid,,2022-07,2022-12-27
13044,19975,23500.0,2022-07-30,2022-08-29,,O13KtJKydz5lVRI9tkD4,,,Overdue,63.0,2022-07,2022-11-27
13045,146314,172134.0,2022-07-30,2022-08-29,,O13KtJKydz5lVRI9tkD4,,,Overdue,63.0,2022-07,2022-11-27
13046,82045,0.0,2022-07-30,2022-07-30,2022-07-30,X7KDoztwcxzysJxWh3cv,0.0,0.0,Paid,,2022-07,2022-10-28
13047,68118,0.0,2022-07-30,2022-07-30,2022-07-30,X7KDoztwcxzysJxWh3cv,0.0,0.0,Paid,,2022-07,2022-10-28
13048,76896,0.0,2022-07-30,2022-07-30,2022-07-30,X7KDoztwcxzysJxWh3cv,0.0,0.0,Paid,,2022-07,2022-10-28
13049,34425,0.0,2022-07-30,2022-08-06,2022-08-02,ATKc0W1TGvfi7trBcTcJ,3.0,-4.0,Paid,,2022-07,2022-11-04
13050,240975,0.0,2022-07-30,2022-08-14,2022-09-08,MpPzW4CIbhvRtxWFQjPo,40.0,25.0,Paid,,2022-07,2022-11-12
13051,77928,0.0,2022-07-30,2022-08-14,2022-09-13,1U0oPxCXNYlXpv0r0iqK,45.0,30.0,Paid,,2022-07,2022-11-12
13052,389598,0.0,2022-07-30,2022-08-29,2022-09-09,bNU5YNfdZon6Oj8NiHhv,41.0,11.0,Paid,,2022-07,2022-11-27
13053,717773,844439.0,2022-07-30,2022-09-28,,urA8oi9jXtdxFnG8UaWK,,,Overdue,33.0,2022-07,2022-12-27
13054,16048,18880.0,2022-07-30,2022-09-28,,UG1QFValPZbnJysHJtsk,,,Overdue,33.0,2022-07,2022-12-27
13055,917499,1079410.0,2022-07-30,2022-09-28,,5zZIVGvdZnHWy55ptlSZ,,,Overdue,33.0,2022-07,2022-12-27
13056,958255,1127359.0,2022-07-30,2022-09-28,,5zZIVGvdZnHWy55ptlSZ,,,Overdue,33.0,2022-07,2022-12-27
13057,1136063,1336545.0,2022-07-30,2022-10-13,,kFYhr0ysHD65lYANjfr1,,,Overdue,18.0,2022-07,2023-01-11
13058,67128,78974.0,2022-07-30,2022-10-13,,1P1iTvEd14BlcCftH970,,,Overdue,18.0,2022-07,2023-01-11
13059,164868,193962.0,2022-07-30,2022-10-13,,1P1iTvEd14BlcCftH970,,,Overdue,18.0,2022-07,2023-01-11
13060,402876,473972.0,2022-07-30,2022-09-28,,pKey9MQ59wyF6GhjWM5p,,,Overdue,33.0,2022-07,2022-12-27
13061,36158,42539.0,2022-07-30,2022-09-28,,pKey9MQ59wyF6GhjWM5p,,,Overdue,33.0,2022-07,2022-12-27
13062,43931,51684.0,2022-07-30,2022-09-28,,pKey9MQ59wyF6GhjWM5p,,,Overdue,33.0,2022-07,2022-12-27
13063,251392,295755.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13064,250230,294388.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13065,252845,297465.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13066,251537,295926.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13067,252409,296952.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13068,248922,292849.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13069,251537,295926.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13070,254734,299687.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13071,427523,502968.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13072,180136,211925.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13073,172565,203018.0,2022-07-30,2022-09-28,,nELQW5vJOSBCgiwHissH,,,Overdue,33.0,2022-07,2022-12-27
13074,206550,243000.0,2022-07-30,2022-09-28,,tjFgcJam1OWEoFS8j0FH,,,Overdue,33.0,2022-07,2022-12-27
13075,664599,0.0,2022-07-30,2022-09-13,2022-11-18,ZW6w9gaZiYJ45oS7t5Bb,111.0,66.0,Paid,,2022-07,2022-12-12
13076,26291,0.0,2022-07-30,2022-09-13,2022-11-18,ZW6w9gaZiYJ45oS7t5Bb,111.0,66.0,Paid,,2022-07,2022-12-12
13077,21910,0.0,2022-07-30,2022-09-13,2022-11-18,ZW6w9gaZiYJ45oS7t5Bb,111.0,66.0,Paid,,2022-07,2022-12-12
13078,65728,0.0,2022-07-30,2022-09-13,2022-11-18,ZW6w9gaZiYJ45oS7t5Bb,111.0,66.0,Paid,,2022-07,2022-12-12
13079,39824,0.0,2022-07-30,2022-09-28,2022-09-29,pKey9MQ59wyF6GhjWM5p,61.0,1.0,Paid,,2022-07,2022-12-27
13080,21063,0.0,2022-07-30,2022-09-28,2022-09-29,pKey9MQ59wyF6GhjWM5p,61.0,1.0,Paid,,2022-07,2022-12-27
13081,63628,0.0,2022-07-31,2022-09-29,2022-10-04,pKey9MQ59wyF6GhjWM5p,65.0,5.0,Paid,,2022-07,2022-12-28
13082,18463,0.0,2022-07-31,2022-09-29,2022-09-30,pKey9MQ59wyF6GhjWM5p,61.0,1.0,Paid,,2022-07,2022-12-28
13083,25505,0.0,2022-07-31,2022-09-29,2022-09-30,pKey9MQ59wyF6GhjWM5p,61.0,1.0,Paid,,2022-07,2022-12-28
13084,18463,0.0,2022-07-31,2022-09-29,2022-09-30,pKey9MQ59wyF6GhjWM5p,61.0,1.0,Paid,,2022-07,2022-12-28
13085,168802,0.0,2022-07-31,2022-09-29,2022-09-30,pKey9MQ59wyF6GhjWM5p,61.0,1.0,Paid,,2022-07,2022-12-28
13086,34265,0.0,2022-07-31,2022-10-29,2022-10-29,LuHlLAXT39tTSzUZqtA9,90.0,0.0,Paid,,2022-07,2023-01-27
13087,31790,0.0,2022-07-31,2022-10-29,2022-10-29,LuHlLAXT39tTSzUZqtA9,90.0,0.0,Paid,,2022-07,2023-01-27
13088,462200,0.0,2022-07-31,2022-10-29,2022-10-29,LuHlLAXT39tTSzUZqtA9,90.0,0.0,Paid,,2022-07,2023-01-27
13089,401200,0.0,2022-07-31,2022-09-29,2022-11-09,WJFEkTAbSCN4Qb5skWzo,101.0,41.0,Paid,,2022-07,2022-12-28
13090,18054,0.0,2022-07-31,2022-07-31,2022-11-01,WnhWusL5dB6NIxrTWCND,93.0,93.0,Paid,,2022-07,2022-10-29
13091,433079,0.0,2022-07-31,2022-09-29,2022-11-01,SxshkvCKYjqunlbVVWa3,93.0,33.0,Paid,,2022-07,2022-12-28
13092,86274,0.0,2022-07-31,2022-08-30,2022-11-01,WnhWusL5dB6NIxrTWCND,93.0,63.0,Paid,,2022-07,2022-11-28
13093,24990,0.0,2022-07-31,2022-09-29,2022-11-01,SxshkvCKYjqunlbVVWa3,93.0,33.0,Paid,,2022-07,2022-12-28
13094,65578,0.0,2022-07-31,2022-10-09,2022-11-04,aLMq2Jo5tbzWlIXTYdhA,96.0,26.0,Paid,,2022-07,2023-01-07
13095,224540,0.0,2022-07-31,2022-10-29,2022-11-04,LuHlLAXT39tTSzUZqtA9,96.0,6.0,Paid,,2022-07,2023-01-27
13096,515340,0.0,2022-07-31,2022-10-09,2022-11-02,aLMq2Jo5tbzWlIXTYdhA,94.0,24.0,Paid,,2022-07,2023-01-07
13097,37783,0.0,2022-07-31,2022-09-29,2022-10-28,1RJYjFZ4GwjUALEtG1Vu,89.0,29.0,Paid,,2022-07,2022-12-28
13098,26167,0.0,2022-07-31,2022-09-29,2022-10-28,XrksvWUdo7ERWGZVCUX4,89.0,29.0,Paid,,2022-07,2022-12-28
13099,16412,0.0,2022-07-31,2022-08-30,2022-11-03,gamjAwI3VnxuEuLD7mwT,95.0,65.0,Paid,,2022-07,2022-11-28
13100,168463,0.0,2022-07-31,2022-08-15,2022-11-14,ENviP7spAuoz3JTwzNRJ,106.0,91.0,Paid,,2022-07,2022-11-13
13101,34510,0.0,2022-07-31,2022-08-30,2022-11-01,TOCH93wBqPnZm4CVv0JB,93.0,63.0,Paid,,2022-07,2022-11-28
13102,15555,0.0,2022-07-31,2022-08-30,2022-11-01,TOCH93wBqPnZm4CVv0JB,93.0,63.0,Paid,,2022-07,2022-11-28
13103,257646,0.0,2022-07-31,2022-08-30,2022-11-15,gamjAwI3VnxuEuLD7mwT,107.0,77.0,Paid,,2022-07,2022-11-28
13104,164574,0.0,2022-07-31,2022-08-30,2022-09-05,z7oIcdMtQYnuEa1rvGdQ,36.0,6.0,Paid,,2022-07,2022-11-28
13105,30090,0.0,2022-07-31,2022-08-30,2022-09-08,aRFFBpWHUdkPoI1CZeHz,39.0,9.0,Paid,,2022-07,2022-11-28
13106,30090,0.0,2022-07-31,2022-08-30,2022-09-05,QfkReP4didGzXHIsTySb,36.0,6.0,Paid,,2022-07,2022-11-28
13107,108274,0.0,2022-07-31,2022-08-30,2022-09-06,nFARDJbugqV6pz1OXHpK,37.0,7.0,Paid,,2022-07,2022-11-28
13108,130907,0.0,2022-07-31,2022-08-30,2022-09-06,uUfs2xFI2jWuN9feQpM9,37.0,7.0,Paid,,2022-07,2022-11-28
13109,18669,0.0,2022-07-31,2022-08-30,2022-09-05,QfkReP4didGzXHIsTySb,36.0,6.0,Paid,,2022-07,2022-11-28
13110,19550,0.0,2022-07-31,2022-08-30,2022-09-05,QfkReP4didGzXHIsTySb,36.0,6.0,Paid,,2022-07,2022-11-28
13111,17546,0.0,2022-07-31,2022-08-30,2022-09-06,MT8miFGZuokxgJ6dG0k2,37.0,7.0,Paid,,2022-07,2022-11-28
13112,326732,0.0,2022-07-31,2022-09-29,2022-09-21,2w9aFeCM2gJDTFFa3MvN,52.0,-8.0,Paid,,2022-07,2022-12-28
13113,188720,0.0,2022-07-31,2022-08-30,2022-09-19,RgihzU6pRxz07sE1kXVH,50.0,20.0,Paid,,2022-07,2022-11-28
13114,248182,0.0,2022-07-31,2022-09-14,2022-09-19,HPQO2A2C6zDCocKOEqYG,50.0,5.0,Paid,,2022-07,2022-12-13
13115,36189,3275.0,2022-07-31,2022-08-07,,fgJi4gOoy2UNmsKSJ8mB,,,Overdue,85.0,2022-07,2022-11-05
13116,164101,110615.0,2022-07-31,2022-09-29,,T4TzczeC14LyAiYktHPG,,,Overdue,32.0,2022-07,2022-12-28
13117,42023,4599.0,2022-07-31,2022-09-29,,XrksvWUdo7ERWGZVCUX4,,,Overdue,32.0,2022-07,2022-12-28
13118,114342,0.0,2022-07-31,2022-08-07,2022-08-23,ZBKSXRPOv8GvoadqDZMt,23.0,16.0,Paid,,2022-07,2022-11-05
13119,198847,0.0,2022-07-31,2022-10-09,2022-10-18,aLMq2Jo5tbzWlIXTYdhA,79.0,9.0,Paid,,2022-07,2023-01-07
13120,316898,0.0,2022-07-31,2022-08-30,2022-10-21,gNhrVrDqofulLIZSWKxN,82.0,52.0,Paid,,2022-07,2022-11-28
13121,65918,0.0,2022-07-31,2022-09-29,2022-10-13,lujY0rUNVzvx80az3nKf,74.0,14.0,Paid,,2022-07,2022-12-28
13122,61710,0.0,2022-07-31,2022-09-29,2022-10-13,lujY0rUNVzvx80az3nKf,74.0,14.0,Paid,,2022-07,2022-12-28
13123,50490,0.0,2022-07-31,2022-09-29,2022-10-13,lujY0rUNVzvx80az3nKf,74.0,14.0,Paid,,2022-07,2022-12-28
13124,95880,0.0,2022-07-31,2022-09-29,2022-10-13,lujY0rUNVzvx80az3nKf,74.0,14.0,Paid,,2022-07,2022-12-28
13125,34716,0.0,2022-07-31,2022-10-29,2022-10-08,LuHlLAXT39tTSzUZqtA9,69.0,-21.0,Paid,,2022-07,2023-01-27
13126,62979,0.0,2022-07-31,2022-09-29,2022-10-21,pKey9MQ59wyF6GhjWM5p,82.0,22.0,Paid,,2022-07,2022-12-28
13127,68380,0.0,2022-07-31,2022-09-29,2022-10-21,pKey9MQ59wyF6GhjWM5p,82.0,22.0,Paid,,2022-07,2022-12-28
